,title,rate,description
1860,토탈 이클립스,8.6,파리 성공하다 젊다 시인 베를렌 늘다 아더 랭보 보내다 주옥 같다 받다 되다 베를렌 당장 답장 써다 보내다 위대하다 영혼 내다 오소 이다 운명 부르다 이니 다음 이야기 편지 시르다 근거 하다 만들다 이다 베를렌 위대하다 시인 라면 랭보 가히 혁명 천재 이다 에서 사이 남기다 대시 면모 완전하다 바꾸다 놓다 하다 있다 프랑스 환상 으로 몰다 가버리다 천재 시인 베를렌 데이비드 리스 오다 랭보 레오나르도 디카프리오 이제 우리 함께 예술 사랑 기다 여행 떠나다 눈부시다 어느 젊음 밉다 대한 과감 도전 당당하다 분위기 압도 하고 있다 소년 천재 만이 언어 다루다 생각 하다 베를렌 에게 충격 경탄 이르다 하다 소년 랭보 대다 시인 가슴 밉다 아프다 행복하다 하다 있다 유일하다 사람 이다 하다 있다 창조 정열 그리고 사랑 사랑 공유 에서 탄생 하다 공유 모든 깨부수다 굶주리다 몸속 스며들다 미치다 사랑 연인 이라는 이름 으로 베를렌 부인 틸드 로맨느 보랭제 비롯 주위 의심 받다 시작 당시 동성애 도덕 으로만 아니다 법률 으로도 죄악 으로 취급 받다 있다 관계 언제 공격 받다 지도 모르다 살얼음 있다 이다 사람 시선 피해 브뤼셀 여행 떠나다 여기다 문제 해결 되다 않다 랭보 전통 이고 관습 이던 인간 자아 대한 표현 대신 진실 찾다 바깥 으로 뻗다 나가다 있다 베를렌 늘다 시르다 통한 위안 갈구다 있다 상충 되다 사람 세계관 급기야 랭보 하여금 베를렌 에게 절교 선언 하다 되다 이로 인하다 흥분하다 베를렌 늘다 랭보 하다 쏘다 이내 체포 되어다 징역 선고 받다 출감 찌들다 사창가 에서 하루하루 보내다 랭보 이자벨 도미니크 브랑크 만나다 되다 랭보 아프리카 여행 하다 다리 얻다 프랑스 돌아오다 출판 작업 크다 어려움 겪다 있다 정신 여전하다 진실 찾다 있다 질병 으로 인하다 죽음 그림자 떨치다 버리다 없다 랭보 써다 제작 베를렌 수중 있다 있다 랭보 이자벨 방문 모든 작품 없애다 요청 하다 랭보 작품 유심 지켜보다 베를렌 하지만 결코 그것 없애다 없다 랭보 작품 그동안 베를렌 자신 지키다 모든 이다 때문 이다
1861,나니아 연대기 - 캐스피언 왕자,8.6,나니아 에서 현실 세계 돌아오다 지다 페벤시 남매 마법 의하다 다시 나니아 세계 들어가다 그러나 이미 폐허 변하다 있다 나니아 시간 으로 벌써 이란 세월 흐르다 없다 동안 나니아 황금기 종말 고하 인간 마린 에게 점령 되어다 무자비하다 밉다 라즈 통치 받다 있다 페벤시 남매 나니아 불다 내다 바로 텔마린족 진정하다 왕위 계승 캐스 왕자 이다 삼촌 밉다 라즈 에게 왕위 뺏다 목숨 위협 느끼다 나니아 인들 숨다 살다 으로 피신 에서 페벤시 남매 만나다 부왕 죽이다 삼촌 물리 치고 자신 왕위 찾다 도와주다 나니아 인들 터전 돌리다 주다 약속 하다 캐스 왕자 남매 나니아 인들 밉다 라즈 군대 전쟁 벌이 되다
1862,카트,8.6,안녕하십니까 고객 행복하다 하루 되다 고객 대한민국 대표 마트 마트 마트 생명 매출 매출 고객 고객 서비스 외치 언제나 고객 만족 서비스 실천 하다 위해 온갖 플레인 잔소리 에도 꿋꿋 웃다 얼굴 하다 마트 직원 그렇다 어느 회사 로부터 갑작스럽다 일방 해고 통지 받다 되다 회사 자다 되다 저희 자다 되다 알다 오늘 우리 해고 되어다 정규직 전환 두다 선희 염정아 비롯 싱글맘 혜미 문정희 청소원 순례 김영애 순박하다 아줌마 옥순 황정민 만원 세대 미진 천우희 하루 아침 직장 잃다 위기 하다 노조 자도 모르다 살다 그녀 용기 내다 서로 합치다 아무 모르다 뜨겁다 싸움 시작 되다
1863,패션 오브 크라이스트,8.6,열두 제자 유다 배신 으로 붙잡히다 예수 제사장 불신 으로 가득 군중 신성모독 라는 죄명 에게 십자가 선고 하다 사람 탄식 야유 예수 골고다 언덕 오르다 끝없다 사랑 으로 인류 대신 예수 그리스도 마지막 시간 만나다
1864,고양이의 보은,8.6,평범하다 여고생 하루 매일 매일 따분하다 하다 즐겁다 일이 하나 없다 그날 늦잠 자서 학교 지각 하고 친구 에서 창피 까지 당하다 정말 우울하다 날다 그런데 가다 우연히 트럭 치이다 뻔하다 고양이 해주다 고양이 툴툴 털다 일어나다 고맙다 인사 하다 아니다 순간 부터 그녀 일상 이상하다 일로 변화 생기다 하루 가다 해주다 고양이 고양이 왕국 왕자 라는 이다 날밤 하루 찾아오다 고양이 떼다 자신 왕자 해주다 보답 으로 하루 왕자 결혼 해달라다 요청 함께 으로는 행복하다 일어나다 이라는 이상하다 남기다 사라지다 다음 부터 하루 늘다 고양이 적극 감사 인사 휩싸이다 정신없이 보내다 되다 그렇다 이상하다 목소리 이끌다 고양이 왕국 으로 초대 되어다 깜짝 놀라다 기대 해오다 하루 에게 진짜 신기하다 일이 생기다 이다 고양이 끌리다 들어가다 고양이 왕국 고민 없다 바쁘다 일도 없다 즐겁다 일만 가득하다 천국 같다 이다 맛있다 실컷 먹다 매일 열리다 파티 싫다 모두 잊어버리다 있다 새롭다 세계 에서 하루 늘다 갑자기 고양이 되어다 좋다 생각 빠지다 고양이 왕국 남작 바룬 처럼 멋지다 신사 호의 받다 뚱땡이 무타 재롱 있다 좋다 그런데 고양이 왕국 대왕 하루 며느리 으로 생각 하고 왕자 결혼 시키다 하자 고민 빠지다 고양이 세계 에서 대한 호기심 잠시 평생 고양이 살다 끔찍하다 일이 아니다 과연 하루 늘다 인간 세계 다시 돌아가다 있다
1865,베를린 천사의 시,8.6,어느 겨울 베를린 내려오다 천사 다미 가다 가다 인간 세계 여러 두루 살펴보다 줄거리 대전 직후 독일 출신 미국인 형사 콜롬보 유명하다 피터 포크 형사 사설탐정 채용 하다 자기 동생 자식 찾다 보내다 내용 영화 베를린 에서 실제 촬영 하다 스토리 하나로 용해 되어다 진행 되다 인간 모습 천사 가장 가깝다 오다 어리다 시절 특징 천사 다니엘 내면 소리 간간히 들려주다 영화 주제 강조 하다 하다 각기 맡다 구역 인간 세계 돌아보다 천사 다시 만날 지구 역사 훑어보기 하다 서구 불멸 서사시 호메로스 등장 시키다 세상 변화 되다 모습 대한 회한 드러내다 가운데 인간 이야기 잃어버리다 애석하다 여기 있다 아니다 형사 피터 포크 보이지 않다 천사 존재 느끼다 있다 설정 더불다 천사 다니엘 어느 서커스 여자 공중곡예사 마리온 겪다 고독 인생살이 실직 대한 두려움 예인 어려움 내면 깊이 들여다보다 으로써 다니엘 천사 직분 버리다 인간 화하다 계기 만들다 있다 그리하여 다니엘 카시엘 경고 만류 에도 불구 하고 외롭다 여인 마리온 반려 되다 자신 존재 알아보다 피터 포크 촬영현장 으로 찾아가다 도움 받다 한편 역시 에는 천사 이다 사실 인간 되다 천사 적지 않다 되다 결국 카시엘 천사 직분 하고 다시 승천 하다 되다 다니엘 하다 여인 남자 남다 인류 영원하다 이야기 이요 노래 호메로스 인간 자신 다시 찾다 기대하다 지상 떠나다
1866,쿵푸팬더3(패키지: 자막판+더빙판),8.6,어느 우연히 어리다 시절 잃어버리다 진짜 팬더 아버지 만난 늘다 아버지 오다 함께 팬더 어울리다 살다 비밀스럽다 팬더 마을 하다 자신 않다 여유 넘치다 팬더 즐겁다 시간 보내다 하지만 모든 쿵푸 마스터 제압 하다 전세계 위협 하다 악당 카이 등장 으로 상치 하다 불가능하다 도전 맞닥뜨리 되다 놀다 좋아하다 먹다 행복 이며 덤벙대다 특기 팬더 친구 에게 궁극 쿵푸 전수 하다 하다 이번 쿵푸 가르치다 하다 쿵푸 훈련 마스터 나선 팬더 인생 최대 도전 시작 되다
1867,"안녕,헤이즐",8.6,소통 캐리어 처럼 호흡기 생명 처럼 차고 있다 헤이즐 틀어박히다 리얼리티 보다 하루 내다 자신 걱정 하다 가족 에게 떠밀다 어쩔 없이 참석 환자 모임 에서 미소 매력 어거스터스 만나다 담배 물다 붙이 않다 상징 행동 으로 헤이즐 맹비난 재치 있다 받다 넘기다 어거스터스 시크 하고 우울증 마저 겪다 헤이즐 두근거리다 만들다 무한 설레다 무엇 방해 하다 없다 예측 불허 로맨스 사람 소설 나누다 읽다 급속도 가까워지다 어거스터스 헤이즐 그토록 좋아하다 네덜란드 작가 만나다 해주다 위해 지니 소원 빌어 암스테르담 여행 제안 하다 가족 주변 걱정 만류 에도 불구 하고 생애 처음 으로 여행 오른 사람 자신 폭탄 이라 생각 하고 사랑 하다 그었던 그녀 거절 당하다 두렵다 진실 감추다 오다 어거스터스 서로 에게 속마음 털다 시작 하다 예측 불허 사랑 어떻다 되다
1868,금옥만당,8.6,요리 대결 이란 소재 무술 대결 풍자 하이 코미디 중국 최고 요리 대회 출전 곤보 우승 차지 지만 대회 도중 유력하다 우승 후보 기권 으로 마음 한구석 개다 않다 한편 범죄 세계 에서 씻다 캐나다 이민 결심 조항 요리사 자격증 따다 위해 시험 보지 낙방 하고 곤보 소개 구조 에게 요리 실력 겨루다 하다 허다 달다 구조 충격 으로 입원 조항 구조 구가혜 아버지 돕기 위해 년전 종적 감추다 찾다 나서다 인과 이별 인하다 충격 받다 폐인 되어다 있다 조항 애인 탁빙 찾아내다 만나다 하자 어렵다 훈련 거치다 실력 찾다 마침내 황영 요리 대결 펼치다 치열하다 대결 하다 사람 무승부 이루다 최후 결전 벌이다
1869,도쿄 타워,8.6,좀처럼 정착 하다 하다 아버지 떠나다 홀몸 으로 오다 기리 키우다 엄마 키키 키린 다르다 없다 어쩐지 조금 애틋하다 자지 이다 갑자기 미술 공부 하다 떠나다 에게 엄마 지극 응원 보내다 처음 원대하다 과는 달리 빈둥거리 졸업 하다 하고 쌓이다 간다 나이 들다 그렇게 싫어하다 지독하다 책임감 없다 아버지 점점 닮다 있다 없다 친구 모두 떠나다 집세 밀리다 전전 하다 낮다 자유 즐기다 어느 날아오다 엄마 투병 소식 나르다 조금씩 변화 시키다 일러스트레이터 로서 자리 잡히다 엄마 도쿄 에서 함께 결심 하다 친구 북적 에서 만의 소박하다 행복 시작 되다 하지만 엄마 재발 되다 일상 에도 보이다 시작 하다
1870,파리의 도둑고양이,8.6,고양이 디노 늘다 이중생활 하다 에는 실어증 걸리다 소녀 조이 에서 느긋하다 지내다 에는 로운 도둑 니코 오다 함께 밤일 하다 조이다 아버지 스타 라는 갱단 두목 으로부터 살해 당한 이후 잃어버리다 어리다 여자 아이 그녀 어머니 잔느 늘다 경찰 이다 스타 일행 소탕 하다 위해 슬프다 하다 겨를 없다 한편 니코 신출귀몰 능력 으로 부자 보물 훔치다 어느 조이다 고양이 디노 마다 어딜 가다 알아보다 위해 쫓다 디노 니코 까지 가다 함께 지붕 타고 사라지다 에야 다시 으로 돌아오다 도중 스타 일당 범죄 계획 몰래 엿듣 되다 그런데 일당 익숙하다 목소리 들리다 조이다 깜짝 놀라다 그만 악당 한테 발각 되다 말다 바로 조이 보모 갱단 일행 이다 이다 이제 조이 추격 전이 펼쳐지다 조이 위기 하다 니코 나타나다 도와주다 조이 니코 그리고 디노 스타 일당 추격 물리다 필사 으로 도망치다 파리 지붕 타고 스펙 크다 추격 전이 펼쳐지다
1871,고령가 소년 살인사건,8.6,소년 오쓰 장첸 늘다 국어 성적 나쁘다 이유 중학교 간부 에서 야간 부로 옮기다 되다 공원 어울리다 다니다 그렇다 샤오쓰 호실 에서 양정 이라는 이름 소녀 만나다 되다 소녀 공원 파의 보스 허니 여자 허니 샤오밍 차지 하다 위해 경쟁 조직 파의 보스 이고 은둔 중이 보스 부재 통제 상실하다 공원 팔다 보스 자리 두다 혼란 빠지다 돌연 허니 돌아오다 되다 공원 내부 파간 대립 격해지다 그리고 사랑 하다 되다 샤오쓰 싸움 말리 되다
1872,초인,8.6,최도현 최수현 이름 비슷하다 우리 진짜 운명 인가 학교 에서 말썽 부리다 도서관 에서 하다 되다 체조 선수 도현 에서 매일 빌리다 신비롭다 소녀 수현 만나다 되다 수현 권유 태어나다 읽다 보다 없다 이란 읽다 시작 눈물 까지 흘리다 진짜 에는 길이 있다 하늘 비행기 보고 한강 다리 에서 소리 지르다 점점 가까워지다 도현 수현 에게 처음 느끼다 감정 생기다 설레다 떨리다 두근거리다 그러나 갈팡질팡 모르다 투성이 도현 수현 아직 순간 어렵다 하다
1873,고양이의 보은(패키지상품: 더빙판 추가제공),8.6,평범하다 여고생 하루 매일 매일 따분하다 하다 즐겁다 일이 하나 없다 그날 늦잠 자서 학교 지각 하고 친구 에서 창피 까지 당하다 정말 우울하다 날다 그런데 가다 우연히 트럭 치이다 뻔하다 고양이 해주다 고양이 툴툴 털다 일어나다 고맙다 인사 하다 아니다 순간 부터 그녀 일상 이상하다 일로 변화 생기다 하루 가다 해주다 고양이 고양이 왕국 왕자 라는 이다 날밤 하루 찾아오다 고양이 떼다 자신 왕자 해주다 보답 으로 하루 왕자 결혼 해달라다 요청 함께 으로는 행복하다 일어나다 이라는 이상하다 남기다 사라지다 다음 부터 하루 늘다 고양이 적극 감사 인사 휩싸이다 정신없이 보내다 되다 그렇다 이상하다 목소리 이끌다 고양이 왕국 으로 초대 되어다 깜짝 놀라다 기대 해오다 하루 에게 진짜 신기하다 일이 생기다 이다 고양이 끌리다 들어가다 고양이 왕국 고민 없다 바쁘다 일도 없다 즐겁다 일만 가득하다 천국 같다 이다 맛있다 실컷 먹다 매일 열리다 파티 싫다 모두 잊어버리다 있다 새롭다 세계 에서 하루 늘다 갑자기 고양이 되어다 좋다 생각 빠지다 고양이 왕국 남작 바룬 처럼 멋지다 신사 호의 받다 뚱땡이 무타 재롱 있다 좋다 그런데 고양이 왕국 대왕 하루 며느리 으로 생각 하고 왕자 결혼 시키다 하자 고민 빠지다 고양이 세계 에서 대한 호기심 잠시 평생 고양이 살다 끔찍하다 일이 아니다 과연 하루 늘다 인간 세계 다시 돌아가다 있다
1874,범죄의 여왕,8.6,양미경 미용실 야매 불법 시술 전문 운영 가족 관계 금쪽 같다 아들 하나 프로 오지 자식 같다 친화력 넘사벽 아줌마 파워 아들 하다 쪽팔리다 하다 없다 아들 살다 고시원 에서 수도 요금 만원 이나 나오다 이르다 해결 하다 위해 나서다 이보 크다 사건 있다 감지 하고 미경 남다르다 발동 하다
1875,날아라 허동구,8.6,학교 세상 에서 가장 좋다 동구 최우혁 오다 아들 동구 무사하다 초등학교 졸업 하다 있다 무엇 이든 하다 없다 천하 무적 치킨 사장 진규 정진영 학교 가면 매일 친구 따르다 밖에 하다 동구 지만 그렇다 동구 보다 진규 마냥 행복하다 단짝 부자 공동 목표 초등학교 하지만 상일 어디 그리다 쉽다 부자 목표 가로막다 거치다 없다 태클 바로 동구 그토록 좋아하다 학교 에서 특수 학교 전학 보내다 하다 치킨 뇌물 먹이다 무릎 꿇다 빌어 안되다 타다 상황 과연 진규 초등학교 졸업 하고 싶다 아들 소망 이루다 있다
1876,브라더 오브 더 이어,8.6,다정다감하다 모치 오다 사내 연애 시작 제인 하나 호적 메이트 이르다 아시 쉬다 쓰레기 성하다 집안일 일로 여기다 갑자기 오빠 노릇 하다 제인 연애 방해 하다 시작 질의 서막 클라이언트 나타나다 제인 제인 비밀 연애 되다 오묘하다 관계 움직임 수상하다 도발 엄마 에게 전화하다 제인 연애 이르다 바치 모치 가족 만나다 자리 까지 찾아오다 방해 공작 펼치다 시작 제인 반격 끼다 빠지다 빠지다 끼어들다 때문 잔뜩 꼬이다 버리다 연애 제인 에게 엄청나다 타격 마지막 반격 준비 하다 제인 과연 사랑 지키다 있다
1877,분장,8.6,멀다 하루 기다 하다 무명 연극 배우 송준 미래 보이지 않다 어느 세계 으로 유명하다 성소수자 연극 다크 라이프 주인공 으로 발탁 되어다 일약 스타덤 오르다 자신 성정체성 과는 다른 캐릭터 연기 하다 위해 송준 성소수자 모임 참석 하고 클럽 출입 하다 역할 위해 최선 다한 그러나 미처 생각 사건 으로 인하다 쉬다 마치다 없다 무대 오르다 되다
1878,석양의 갱들,8.6,도둑질 일삼 늘다 무식하다 가난하다 후안 로드 스타 내다 지나가다 마차 세우다 동승 하다 부자 이나 타다 마차 동승 지주 공증인 성직자 리타 미국인 남자 로부터 짐승 취급 당하다 그러나 마차 길목 에서 지키다 있다 후안 패거리 마차 탈취 하고 후안 자기 당하다 모욕 고스 되돌리다 주다 후안 우연히 아일랜드 폭탄 전문가 제임스 코번 만나다 되다 다이너마이트 위력 되다 후안 자기 계획 끌다 들이다 위해 쓴다 계획 이란 메사 베르데 국립 은행 메사 베르데 도착 후안 평화롭다 않다 실망하다 도처 에서 정부 의하다 혁명가 담다 총살 되다 있다 후안 과거 메사 베르데 은행 만을 생각 하고 함께 치다 들다 가다 구경 하고 정치범 해방 시키다 결과 가져오다 후안 실망하다 하다 않다 혁명 영웅 되어다 있다 본의 아니다 혁명 가담 하다 되다 후안 이다 혁명 대단하다 냉소 이다 미국 으로 가다 은행 털다 작정 후안 자기 자식 헤어지다 불사 하다 자식 모두 혁명 희생 물이 되다 비통하다 하다 분개하다 혼자 군인 대항 하다 고비 맞다 도움 으로 고비 넘기다 소개 이탈리아 웨스턴 마카로니 웨스턴 이라는 개념 서부 시한 세르 지오 레오네 감독 보다 작품 에서는 혁명 전면 내다 이탈리아 웨스턴 영역 더욱 확대 이다 평범하다 시골 강도 두목 후안 우연히 만나다 되다 폭파 전문가 은행 털다 나서다 혁명 영웅 되다 정작 자신 혁명 관심 없다 가족 패거리 먹이다 살리다 목적 이다 사건 이후 운명 완전하다 달라지다 한때 아일랜드 독립운동 가담 하다 혁명가 이다 친구 배신 으로 회의 느끼다 멕시코 건너오다 인물 이다 정작 자신 혁명 대해 냉소 이지만 별다르다 고민 없이 후안 패거리 혁명 으로 몰다 넣다 멕시코 에서도 배신자 인하다 수많다 혁명가 목숨 잃다 지켜보다 되다 영화 남자 코믹 만남 에서부터 장엄하다 마지막 까지를 그리고 있다 멕시코 정부 혁명 기관총 으로 대량 학살 하다 장면 이나 다이너마이트 다리 폭파 하고 열차 끼리 정면 으로 충돌 하다 장면 부영 보다는 전쟁영화 가깝다 정도 스펙 크다 제임스 코번 로드 스타 거의 연기 일품 이고 감독 연출 모리 아름답다 음악 까지 더하다 숨기다 걸작 원래 피터 보그다노비치 연출 맡다 예정 이다 배우 강력하다 항의 하다 세르 지오 레오네 연출 하다 후일담 전해지다 영화 시대 배경인 년대 이미 미국 서부 시대 가다 종말 이후 지만 혁명 한창 멕시코 풍경 미국 부시 별반 다르다 않다 하지만 대신 오토바이 타고 등장 하다 장면 에서부터 전형 부영 규격 흔들리다 시작 참고 주인공 휘두르다 기관총 이나 하이 파워 자동 권총 멕시코 혁명 끝나다 수십 에나 등장 하다 때문
1879,더 플랜,8.6,지난 대다 대선 되다 짚다 보다 전국 투표소 투표 개표 소로 이동 돼다 여대 전자 개표기 의하다 분류 돼다 그렇게 분류 되다 데이터 위원장 공표 하고 이후 전국 방송 되다 그런데 이상하다 일이 일어나다 전국 모든 개표 에서 같다 패턴 가지 등장 하다 어떻다 숫자 발견 과학자 수학자 통계학자 국내외 해커 모두 뭉치다 수상한 숫자 비밀 파헤치다 시작 하다 추적 결과 소름 끼치다 놀라다 충격 사실 발견 하다
1880,리틀 맨하탄,8.6,세상 에서 가장 로맨틱 도시 뉴욕 소년 이브 가라테 수업 에서 만난 로즈메리 에게 반하다 첫사랑 빠지다 이전 에는 느끼다 보다 없다 사랑 감정 겪다 이브 혼란 스럽다
1881,범죄의 여왕(가치봄영화:시청각장애인용),8.6,양미경 미용실 야매 불법 시술 전문 운영 가족 관계 금쪽 같다 아들 하나 프로 오지 자식 같다 친화력 넘사벽 아줌마 파워 아들 하다 쪽팔리다 하다 없다 아들 살다 고시원 에서 수도 요금 만원 이나 나오다 이르다 해결 하다 위해 나서다 이보 크다 사건 있다 감지 하고 미경 남다르다 발동 하다
1882,수신남여 : 러브 온 다이어트,8.6,미니 애인 일본 음악가 쿠로 가다 유학 떠나다 외로움 폭식증 호르몬 이상 으로 거구 뚱녀 되어다 달라지다 외모 먼발치 애인 바라보다 밖에 없다 그녀 우연히 되다 뚱보 남자 빌붙다 되다 낙관 이고 밝다 성격 소유자 부엌칼 팔고 에는 친구 어울리다 즐겁다 지내다 미니 비만 우울증 대한 진실 되다 개인 트레이너 되어다 혹독하다 다이어트 돌입 하고 그렇다 동안 사이 애정 싹트기 시작 미니 기적 으로 빼다 쿠로 오다 재결합 하다 그러나 그녀 가슴 깊다 있다 뚱보 잊다 수가 없다 항상 에서 그녀 지키다 뚱뚱하다 남자 자기 진정하다 사랑 이란 되다
1883,다섯은 너무 많아,8.6,나오다 일곱 동규 학교 다니다 친구 철민 얹히다 산다 주유소 아르바이트 짤린 동규 우연히 용품 신고 포상 포스터 보다 되다 상금 타다 위해 시내 도시락 전문점 사진 찍다 도망치다 시내 던지다 맞다 정신 잃다 작품 주인공 가족 없다 가족 있다 가족 이라는 당연하다 굴레 견디다 하다 힘겹다 이다 그러나 영화 흔하다 가족 문제 다루다 영화 가족 트라우마 무게 짓눌리다 두운 조로 일관 하다 과는 달리 하나 모이다 새롭다 형태 가족 형성 하다 나가다 과정 경쾌하다 가볍다 터치 그리다 나가다 있다 금지 되다 용품 사용 업체 신고 하다 상금 받다 가출 소년 동규 어느 시내 하다 도시락 전문점 사진 찍다 도망치다 동규 시내 던지다 돌맹이 머리 맞다 쓰러지다 정신 차리다 동규 아무 기억 나다 않다 무작정 시내 얹히다 살기 시작 하다 영화 진흥 위원회 독립 디지털 장편 영화 원작
1884,튜브 엔젤,8.6,우리 있다 세계 에는 튜브 엔젤 존재 하다 사람 튜브 엔젤 존재 모르다 튜브 엔젤 사람 도와주다 있다 연출 의도 작품 통해 현실 세계 발견
1885,실버라이닝 플레이북,8.6,아내 외도 목격 하고 하다 순간 감정 폭발 하다 아내 직장 집다 물론 정신 까지 잃다 되다 남자 개월 병원 생활 긍정 믿다 아내 자신 인생 되찾다 위해 곱다 분투 노력 긍정 주문 외우다 마인드 컨트롤 해보다 감정 통제 불능 아내 에게는 접근 명령 상태 내숭 없다 정말 대책 없다 연애 세포 방출 치유 확률 남편 죽음 이후 외로움 때문 회사 모든 직원 관계 맺다 티파니 저돌 대시 내숭 없다 애정 표현 으로 티파니 인생 갑자기 뛰어들다 조깅 코스 불쑥 나타나다 하다 함께 자다 거치다 없이 쏟아내다 예측 불허 행동 으로 당황 스럽게 만들다 그녀 그렇다 티파니 부담스럽다 하다 재생률 연애 세포 복구 프로젝트 시작 되다 쉬다 자신 에게 넘어오다 않다 위해 티파니 헤어지다 아내 와의 재결합 도와주다 대신 자신 함께 댄스 대회 참가 하자 달콤하다 제안 하다 과연 사랑 때문 고장 러브 멘탈 복구 하고 만의 실버 라이닝 찾다 있다
1886,괴물,8.6,햇살 가득하다 평화롭다 한강 두다 아버지 변희봉 가다 운영 하다 한강 매점 늘어지다 낮잠 자다 강두 송강호 늘다 잠결 들리다 아빠 라는 소리 벌떡 일어난다 올해 중학생 되다 고아성 가다 잔뜩 화가 나다 꺼내다 기도 창피하다 오래되다 핸드폰 학부모 참관 수업 냄새 풍기 삼촌 박해일 때문 이다 강두 고민 비밀리 모으다 동전 가득 담기다 컵라면 그릇 꺼내다 보이다 그러나 서다 시큰둥하다 시작 되다 고모 배두나 전국체전 양궁 경기 몰두하다 버리다 에서 괴물 나타나다 한강 두다 오징어 배달 나가다 강두 우연히 성웅 모이다 사람 에서 특이하다 광경 목격 하다 되다 생전 보도 무언가 한강 다리 매달리다 움직이다 이다 사람 마냥 신기하다 핸드폰 디카 정신 없이 찍다 대다 그러나 그것 잠시 정체 없다 괴물 두다 위로 올라오다 사람 거치다 없이 깔다 무차별 물어 뜯다 시작 순식간 아수라 으로 돌변 하다 강변 강두 뒤늦다 데리 정신 없이 도망가다 비명 지르다 흩어지다 사람 에서 잡다 놓치다 말다 순간 괴물 기다리다 듯이 낚아채다 유유 한강 으로 사라지다 어딘가 있다 반드시 찾다 하다 갑작스럽다 괴물 출현 으로 한강 모두 폐쇄되 도시 전체 마비 되다 하루아침 생계 그리고 가장 소중하다 서다 모든 잃다 되다 강두 가족 없다 없다 아무 도와주다 않다 위험 구역 으로 선포 되다 한강 어딘가 있다 찾다 나서다
1887,걸어도 걸어도,8.6,햇볕 따갑다 어느 여름 바다 놀다 페이 빠지다 어리다 소년 시오 하다 위해 바다 뛰다 들다 그로 부터 각자 가정 꾸리다 페이 동생 료타 나미 매년 여름 가족 함께 고향 으로 하다 다시 오다 없다 하다 사람 페이 리기 위해 그리고 자리 초대 받다 하다 사람 시오 역시 매년 페이 방문 하다 여름 역시 페이 기일 맞다 모이다 가족 왁자지껄하다 하루 흘러가다 무렵 시오 그만 와도 되다 않다 차남 타다 어머니 에게 이제 그만 시오 놓다 되다 않다 넌지시 건네다 엄마 그렇다 타의 질문 지난 숨기다 오다 진심 쏟아내다
1888,앤트맨과 와스프(패키지상품 : 부가영상+코멘터리+더빙판 추가증정),8.6,시빌 사건 이후 은둔 하다 히어로 가장 역할 사이 에서 고민 이던 앤트맨 새롭다 파트너 와스프 정체 불명 빌런 고스트 가다 등장 하다 시공간 개념 사라지다 양자 영역 으로 들어가다 있다 기술 훔치다 달아나다 고스트 쫓다 앤트맨 와스프 상상 하다 상황 직면 하다
1889,국화꽃 향기,8.6,인하다 고등학교 시절 미국 에서 보내다 한국 에서 대학 다니다 되다 대학 신입생 인하다 어느 지하철역 에서 불의 당당하다 희재 처음 보다 되다 그녀 에게서 국화 향기 맡다 사랑 느끼다 학교 동아리 클럽 회장 으로 희재 다시 만나다 되다 인하 인하다 그녀 에게 사랑 고백 하다 희재 열정 으로 치부 하다 그러나 지워지다 않다 사랑 인하 힘들다 하다 약혼자 부모 사고 잃다 세상 쌓다 살아가다 희재 에게 인하다 라디오 가다 되어다 오래 지키다 자신 사랑 라디오 프로그램 사연 통해 세상 알리다 뒤늦다 이루다 사랑 행복하다 나날 보내다 사람 그렇다 어느 희재 자신 걸리다 사실 되다
1890,주먹왕 랄프 2: 인터넷 속으로(패키지상품 : 더빙판+부가영상 추가증정),8.6,각종 사고 게임 세상 뒤지다 놨던 절친 주먹 랄프 오다 바넬 늘다 버려지다 위기 오락 부품 하다 위해 와이파이 타고 인터넷 세상 접속 하다 얼떨결 올리다 동영상 으로 순식간 핵인 싸다 극한 랄프 오다 트랙 없다 스릴 만점 슬로 레이스 게임 참여 하다 되다 바넬 지금껏 경험 없다 엄청나다 스케일 새롭다 재미 흠뻑 빠지다 랄프 오다 바넬 늘다 랜섬 웨어 사고 인터넷 세상 혼란 빠뜨리다 과연 무사하다 돌아가다 있다
